BIOGUIDE_ID,OFFICE,PROGRAM,CATEGORY,YTD,AMOUNT,YEAR,QUARTER
J000288,"2021 HON. HENRY C. ""HANK"" JOHNSON  JR.",OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,240899.93,240899.93,2021,1
J000288,"2021 HON. HENRY C. ""HANK"" JOHNSON  JR.",OFFICIAL EXPENSES OF MEMBERS,TRAVEL,6114.77,6114.77,2021,1
J000288,"2021 HON. HENRY C. ""HANK"" JOHNSON  JR.",OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,27454.59,27454.59,2021,1
J000288,"2021 HON. HENRY C. ""HANK"" JOHNSON  JR.",OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,2483.11,2483.11,2021,1
J000288,"2021 HON. HENRY C. ""HANK"" JOHNSON  JR.",OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,13645.75,13645.75,2021,1
J000288,"2021 HON. HENRY C. ""HANK"" JOHNSON  JR.",OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1038.2,1038.2,2021,1
J000288,"2021 HON. HENRY C. ""HANK"" JOHNSON  JR.",OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1332.72,1332.72,2021,1
J000288,"2021 HON. HENRY C. ""HANK"" JOHNSON  JR.",OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,292896.77,292896.77,2021,1
J000288,"2021 HON. HENRY C. ""HANK"" JOHNSON  JR.",OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,292896.77,292896.77,2021,1
J000288,"2021 HON. HENRY C. ""HANK"" JOHNSON  JR.",INTERN ALLOWANCES,PERSONNEL COMPENSATION,4500,4500,2021,1
J000288,"2021 HON. HENRY C. ""HANK"" JOHNSON  JR.",INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,4500,4500,2021,1
J000288,"2021 HON. HENRY C. ""HANK"" JOHNSON  JR.",INTERN ALLOWANCES,OFFICE TOTALS:,4500,4500,2021,1
J000299,2021 HON. MIKE JOHNSON,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,-96.99,-96.99,2021,1
J000299,2021 HON. MIKE JOHNSON,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,218944.45,218944.45,2021,1
J000299,2021 HON. MIKE JOHNSON,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,6562.76,6562.76,2021,1
J000299,2021 HON. MIKE JOHNSON,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,12154.54,12154.54,2021,1
J000299,2021 HON. MIKE JOHNSON,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,99,99,2021,1
J000299,2021 HON. MIKE JOHNSON,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,13975.7,13975.7,2021,1
J000299,2021 HON. MIKE JOHNSON,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,19443.68,19443.68,2021,1
J000299,2021 HON. MIKE JOHNSON,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,3219,3219,2021,1
J000299,2021 HON. MIKE JOHNSON,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,274302.14,274302.14,2021,1
J000299,2021 HON. MIKE JOHNSON,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,274302.14,274302.14,2021,1
J000306,2021 HON. MONDAIRE JONES,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,49.63,49.63,2021,1
J000306,2021 HON. MONDAIRE JONES,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,178152.85,178152.85,2021,1
J000306,2021 HON. MONDAIRE JONES,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1402.02,1402.02,2021,1
J000306,2021 HON. MONDAIRE JONES,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,16436.37,16436.37,2021,1
J000306,2021 HON. MONDAIRE JONES,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1475.15,1475.15,2021,1
J000306,2021 HON. MONDAIRE JONES,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,10560,10560,2021,1
J000306,2021 HON. MONDAIRE JONES,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,24180.48,24180.48,2021,1
J000306,2021 HON. MONDAIRE JONES,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1129.5,1129.5,2021,1
J000306,2021 HON. MONDAIRE JONES,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,233386,233386,2021,1
J000306,2021 HON. MONDAIRE JONES,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,233386,233386,2021,1
J000306,2021 HON. MONDAIRE JONES,INTERN ALLOWANCES,PERSONNEL COMPENSATION,4840,4840,2021,1
J000306,2021 HON. MONDAIRE JONES,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,4840,4840,2021,1
J000306,2021 HON. MONDAIRE JONES,INTERN ALLOWANCES,OFFICE TOTALS:,4840,4840,2021,1
J000289,2021 HON. JIM JORDAN,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,29.43,29.43,2021,1
J000289,2021 HON. JIM JORDAN,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,266264.53,266264.53,2021,1
J000289,2021 HON. JIM JORDAN,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,4567.9,4567.9,2021,1
J000289,2021 HON. JIM JORDAN,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,10877.83,10877.83,2021,1
J000289,2021 HON. JIM JORDAN,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,121.45,121.45,2021,1
J000289,2021 HON. JIM JORDAN,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,6475,6475,2021,1
J000289,2021 HON. JIM JORDAN,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1558.1,1558.1,2021,1
J000289,2021 HON. JIM JORDAN,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,529.71,529.71,2021,1
J000289,2021 HON. JIM JORDAN,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,290423.95,290423.95,2021,1
J000289,2021 HON. JIM JORDAN,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,290423.95,290423.95,2021,1
J000295,2021 HON. DAVID P. JOYCE,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,523.11,523.11,2021,1
J000295,2021 HON. DAVID P. JOYCE,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,204993.18,204993.18,2021,1
J000295,2021 HON. DAVID P. JOYCE,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,7445.06,7445.06,2021,1
J000295,2021 HON. DAVID P. JOYCE,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,18374.3,18374.3,2021,1
J000295,2021 HON. DAVID P. JOYCE,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,40,40,2021,1
J000295,2021 HON. DAVID P. JOYCE,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,11775.98,11775.98,2021,1
J000295,2021 HON. DAVID P. JOYCE,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2137.85,2137.85,2021,1
J000295,2021 HON. DAVID P. JOYCE,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2768.74,2768.74,2021,1
J000295,2021 HON. DAVID P. JOYCE,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,248058.22,248058.22,2021,1
J000295,2021 HON. DAVID P. JOYCE,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,248058.22,248058.22,2021,1
J000295,2021 HON. DAVID P. JOYCE,INTERN ALLOWANCES,PERSONNEL COMPENSATION,6760,6760,2021,1
J000295,2021 HON. DAVID P. JOYCE,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,6760,6760,2021,1
J000295,2021 HON. DAVID P. JOYCE,INTERN ALLOWANCES,OFFICE TOTALS:,6760,6760,2021,1
J000302,2021 HON. JOHN JOYCE,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,-58.13,-58.13,2021,1
J000302,2021 HON. JOHN JOYCE,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,223791.69,223791.69,2021,1
J000302,2021 HON. JOHN JOYCE,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3456.11,3456.11,2021,1
J000302,2021 HON. JOHN JOYCE,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,14727.41,14727.41,2021,1
J000302,2021 HON. JOHN JOYCE,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,804,804,2021,1
J000302,2021 HON. JOHN JOYCE,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,11178.82,11178.82,2021,1
J000302,2021 HON. JOHN JOYCE,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3504.87,3504.87,2021,1
J000302,2021 HON. JOHN JOYCE,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,502.5,502.5,2021,1
J000302,2021 HON. JOHN JOYCE,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,257907.27,257907.27,2021,1
J000302,2021 HON. JOHN JOYCE,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,257907.27,257907.27,2021,1
J000302,2021 HON. JOHN JOYCE,INTERN ALLOWANCES,PERSONNEL COMPENSATION,725,725,2021,1
J000302,2021 HON. JOHN JOYCE,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,725,725,2021,1
J000302,2021 HON. JOHN JOYCE,INTERN ALLOWANCES,OFFICE TOTALS:,725,725,2021,1
K000396,2021 HON. KAIALI'I KAHELE,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,39.23,39.23,2021,1
K000396,2021 HON. KAIALI'I KAHELE,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,242793.04,242793.04,2021,1
K000396,2021 HON. KAIALI'I KAHELE,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1073.61,1073.61,2021,1
K000396,2021 HON. KAIALI'I KAHELE,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,22910.29,22910.29,2021,1
K000396,2021 HON. KAIALI'I KAHELE,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,3145.5,3145.5,2021,1
K000396,2021 HON. KAIALI'I KAHELE,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,10167,10167,2021,1
K000396,2021 HON. KAIALI'I KAHELE,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,4430.59,4430.59,2021,1
K000396,2021 HON. KAIALI'I KAHELE,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,9618.08,9618.08,2021,1
K000396,2021 HON. KAIALI'I KAHELE,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,294177.34,294177.34,2021,1
K000396,2021 HON. KAIALI'I KAHELE,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,294177.34,294177.34,2021,1
K000396,2021 HON. KAIALI'I KAHELE,INTERN ALLOWANCES,PERSONNEL COMPENSATION,6234.07,6234.07,2021,1
K000396,2021 HON. KAIALI'I KAHELE,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,6234.07,6234.07,2021,1
K000396,2021 HON. KAIALI'I KAHELE,INTERN ALLOWANCES,OFFICE TOTALS:,6234.07,6234.07,2021,1
K000009,2021 HON. MARCY KAPTUR,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1021.53,1021.53,2021,1
K000009,2021 HON. MARCY KAPTUR,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,196138.91,196138.91,2021,1
K000009,2021 HON. MARCY KAPTUR,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,4101.03,4101.03,2021,1
K000009,2021 HON. MARCY KAPTUR,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,17466.72,17466.72,2021,1
K000009,2021 HON. MARCY KAPTUR,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,7635,7635,2021,1
K000009,2021 HON. MARCY KAPTUR,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3288.35,3288.35,2021,1
K000009,2021 HON. MARCY KAPTUR,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1500,1500,2021,1
K000009,2021 HON. MARCY KAPTUR,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,231151.54,231151.54,2021,1
K000009,2021 HON. MARCY KAPTUR,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,231151.54,231151.54,2021,1
K000009,2021 HON. MARCY KAPTUR,INTERN ALLOWANCES,PERSONNEL COMPENSATION,4833.34,4833.34,2021,1
K000009,2021 HON. MARCY KAPTUR,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,4833.34,4833.34,2021,1
K000009,2021 HON. MARCY KAPTUR,INTERN ALLOWANCES,OFFICE TOTALS:,4833.34,4833.34,2021,1
K000386,2021 HON. JOHN KATKO,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,-55.47,-55.47,2021,1
K000386,2021 HON. JOHN KATKO,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,184403.61,184403.61,2021,1
K000386,2021 HON. JOHN KATKO,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3912.07,3912.07,2021,1
K000386,2021 HON. JOHN KATKO,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,30759.71,30759.71,2021,1
K000386,2021 HON. JOHN KATKO,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,349,349,2021,1
K000386,2021 HON. JOHN KATKO,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,10595,10595,2021,1
K000386,2021 HON. JOHN KATKO,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,429.97,429.97,2021,1
K000386,2021 HON. JOHN KATKO,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1003.5,1003.5,2021,1
K000386,2021 HON. JOHN KATKO,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,231397.39,231397.39,2021,1
K000386,2021 HON. JOHN KATKO,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,231397.39,231397.39,2021,1
K000386,2021 HON. JOHN KATKO,INTERN ALLOWANCES,PERSONNEL COMPENSATION,816.67,816.67,2021,1
K000386,2021 HON. JOHN KATKO,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,816.67,816.67,2021,1
K000386,2021 HON. JOHN KATKO,INTERN ALLOWANCES,OFFICE TOTALS:,816.67,816.67,2021,1
K000375,2021 HON. WILLIAM R. KEATING,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,43.03,43.03,2021,1
K000375,2021 HON. WILLIAM R. KEATING,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,246620.05,246620.05,2021,1
K000375,2021 HON. WILLIAM R. KEATING,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3716.88,3716.88,2021,1
K000375,2021 HON. WILLIAM R. KEATING,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,28010.91,28010.91,2021,1
K000375,2021 HON. WILLIAM R. KEATING,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,11436.5,11436.5,2021,1
K000375,2021 HON. WILLIAM R. KEATING,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,221.16,221.16,2021,1
K000375,2021 HON. WILLIAM R. KEATING,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,463.2,463.2,2021,1
K000375,2021 HON. WILLIAM R. KEATING,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,290511.73,290511.73,2021,1
K000375,2021 HON. WILLIAM R. KEATING,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,290511.73,290511.73,2021,1
K000375,2021 HON. WILLIAM R. KEATING,INTERN ALLOWANCES,PERSONNEL COMPENSATION,4828.5,4828.5,2021,1
K000375,2021 HON. WILLIAM R. KEATING,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,4828.5,4828.5,2021,1
K000375,2021 HON. WILLIAM R. KEATING,INTERN ALLOWANCES,OFFICE TOTALS:,4828.5,4828.5,2021,1
K000395,2021 HON. FRED KELLER,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,9172.73,9172.73,2021,1
K000395,2021 HON. FRED KELLER,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,222761.71,222761.71,2021,1
K000395,2021 HON. FRED KELLER,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3167.52,3167.52,2021,1
K000395,2021 HON. FRED KELLER,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,22607.49,22607.49,2021,1
K000395,2021 HON. FRED KELLER,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,11030,11030,2021,1
K000395,2021 HON. FRED KELLER,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,10846,10846,2021,1
K000395,2021 HON. FRED KELLER,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,14606.38,14606.38,2021,1
K000395,2021 HON. FRED KELLER,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,360,360,2021,1
K000395,2021 HON. FRED KELLER,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,294551.83,294551.83,2021,1
K000395,2021 HON. FRED KELLER,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,294551.83,294551.83,2021,1
K000376,2021 HON. MIKE KELLY,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,386.06,386.06,2021,1
K000376,2021 HON. MIKE KELLY,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,237672.44,237672.44,2021,1
K000376,2021 HON. MIKE KELLY,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,5996.38,5996.38,2021,1
K000376,2021 HON. MIKE KELLY,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,32161.18,32161.18,2021,1
K000376,2021 HON. MIKE KELLY,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,447.54,447.54,2021,1
K000376,2021 HON. MIKE KELLY,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,10425,10425,2021,1
K000376,2021 HON. MIKE KELLY,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,19465.01,19465.01,2021,1
K000376,2021 HON. MIKE KELLY,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,510,510,2021,1
K000376,2021 HON. MIKE KELLY,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,307063.61,307063.61,2021,1
K000376,2021 HON. MIKE KELLY,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,307063.61,307063.61,2021,1
K000376,2021 HON. MIKE KELLY,INTERN ALLOWANCES,PERSONNEL COMPENSATION,5400,5400,2021,1
K000376,2021 HON. MIKE KELLY,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,5400,5400,2021,1
K000376,2021 HON. MIKE KELLY,INTERN ALLOWANCES,OFFICE TOTALS:,5400,5400,2021,1
K000385,2021 HON. ROBIN L. KELLY,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,-36.7,-36.7,2021,1
K000385,2021 HON. ROBIN L. KELLY,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,259204.7,259204.7,2021,1
K000385,2021 HON. ROBIN L. KELLY,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3164.3,3164.3,2021,1
K000385,2021 HON. ROBIN L. KELLY,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,26139.62,26139.62,2021,1
K000385,2021 HON. ROBIN L. KELLY,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,754.86,754.86,2021,1
K000385,2021 HON. ROBIN L. KELLY,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,8112.83,8112.83,2021,1
K000385,2021 HON. ROBIN L. KELLY,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,8582.5,8582.5,2021,1
K000385,2021 HON. ROBIN L. KELLY,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,3025.44,3025.44,2021,1
K000385,2021 HON. ROBIN L. KELLY,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,308947.55,308947.55,2021,1
K000385,2021 HON. ROBIN L. KELLY,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,308947.55,308947.55,2021,1
K000385,2021 HON. ROBIN L. KELLY,INTERN ALLOWANCES,PERSONNEL COMPENSATION,4000,4000,2021,1
K000385,2021 HON. ROBIN L. KELLY,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,4000,4000,2021,1
K000385,2021 HON. ROBIN L. KELLY,INTERN ALLOWANCES,OFFICE TOTALS:,4000,4000,2021,1
K000388,2021 HON. TRENT KELLY,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,198.47,198.47,2021,1
K000388,2021 HON. TRENT KELLY,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,268622.65,268622.65,2021,1
K000388,2021 HON. TRENT KELLY,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,9019.95,9019.95,2021,1
K000388,2021 HON. TRENT KELLY,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,19273.5,19273.5,2021,1
K000388,2021 HON. TRENT KELLY,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,601,601,2021,1
K000388,2021 HON. TRENT KELLY,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,7052.85,7052.85,2021,1
K000388,2021 HON. TRENT KELLY,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1492.7,1492.7,2021,1
K000388,2021 HON. TRENT KELLY,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,740,740,2021,1
K000388,2021 HON. TRENT KELLY,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,307001.12,307001.12,2021,1
K000388,2021 HON. TRENT KELLY,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,307001.12,307001.12,2021,1
K000388,2021 HON. TRENT KELLY,INTERN ALLOWANCES,PERSONNEL COMPENSATION,4866.66,4866.66,2021,1
K000388,2021 HON. TRENT KELLY,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,4866.66,4866.66,2021,1
K000388,2021 HON. TRENT KELLY,INTERN ALLOWANCES,OFFICE TOTALS:,4866.66,4866.66,2021,1
K000389,2021 HON. RO KHANNA,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,-1.21,-1.21,2021,1
K000389,2021 HON. RO KHANNA,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,268368.07,268368.07,2021,1
K000389,2021 HON. RO KHANNA,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,55.01,55.01,2021,1
K000389,2021 HON. RO KHANNA,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,16672.17,16672.17,2021,1
K000389,2021 HON. RO KHANNA,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,10470,10470,2021,1
K000389,2021 HON. RO KHANNA,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,332.9,332.9,2021,1
K000389,2021 HON. RO KHANNA,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,801,801,2021,1
K000389,2021 HON. RO KHANNA,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,296697.94,296697.94,2021,1
K000389,2021 HON. RO KHANNA,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,296697.94,296697.94,2021,1
K000389,2021 HON. RO KHANNA,INTERN ALLOWANCES,PERSONNEL COMPENSATION,3600,3600,2021,1
K000389,2021 HON. RO KHANNA,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,3600,3600,2021,1
K000389,2021 HON. RO KHANNA,INTERN ALLOWANCES,OFFICE TOTALS:,3600,3600,2021,1
K000380,2021 HON. DANIEL T. KILDEE,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,8287.71,8287.71,2021,1
K000380,2021 HON. DANIEL T. KILDEE,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,244340.07,244340.07,2021,1
K000380,2021 HON. DANIEL T. KILDEE,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2843.35,2843.35,2021,1
K000380,2021 HON. DANIEL T. KILDEE,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,31206.21,31206.21,2021,1
K000380,2021 HON. DANIEL T. KILDEE,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,25.06,25.06,2021,1
K000380,2021 HON. DANIEL T. KILDEE,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,10656.2,10656.2,2021,1
K000380,2021 HON. DANIEL T. KILDEE,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3618.02,3618.02,2021,1
K000380,2021 HON. DANIEL T. KILDEE,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,490.5,490.5,2021,1
K000380,2021 HON. DANIEL T. KILDEE,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,301467.12,301467.12,2021,1
K000380,2021 HON. DANIEL T. KILDEE,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,301467.12,301467.12,2021,1
K000380,2021 HON. DANIEL T. KILDEE,INTERN ALLOWANCES,PERSONNEL COMPENSATION,3600,3600,2021,1
K000380,2021 HON. DANIEL T. KILDEE,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,3600,3600,2021,1
K000380,2021 HON. DANIEL T. KILDEE,INTERN ALLOWANCES,OFFICE TOTALS:,3600,3600,2021,1
K000381,2021 HON. DEREK KILMER,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,84.21,84.21,2021,1
K000381,2021 HON. DEREK KILMER,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,230841.65,230841.65,2021,1
K000381,2021 HON. DEREK KILMER,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2915.59,2915.59,2021,1
K000381,2021 HON. DEREK KILMER,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,6822.13,6822.13,2021,1
