BIOGUIDE_ID,OFFICE,PROGRAM,CATEGORY,YTD,AMOUNT,YEAR,QUARTER
G000551,2021 HON. RAUL M. GRIJALVA,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,972160.4,350646.58,2021,3
G000551,2021 HON. RAUL M. GRIJALVA,INTERN ALLOWANCES,PERSONNEL COMPENSATION,15505.47,5385.47,2021,3
G000551,2021 HON. RAUL M. GRIJALVA,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,15505.47,5385.47,2021,3
G000551,2021 HON. RAUL M. GRIJALVA,INTERN ALLOWANCES,OFFICE TOTALS:,15505.47,5385.47,2021,3
G000576,2021 HON. GLENN GROTHMAN,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,51603.66,29598.9,2021,3
G000576,2021 HON. GLENN GROTHMAN,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,700718.39,244071.94,2021,3
G000576,2021 HON. GLENN GROTHMAN,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,23882.14,11351.61,2021,3
G000576,2021 HON. GLENN GROTHMAN,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,49797.41,20200.59,2021,3
G000576,2021 HON. GLENN GROTHMAN,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,50835.97,29305.3,2021,3
G000576,2021 HON. GLENN GROTHMAN,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,22319.59,8808.02,2021,3
G000576,2021 HON. GLENN GROTHMAN,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,16327.87,1840.55,2021,3
G000576,2021 HON. GLENN GROTHMAN,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,3632.62,1711.08,2021,3
G000576,2021 HON. GLENN GROTHMAN,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,919117.65,346887.99,2021,3
G000576,2021 HON. GLENN GROTHMAN,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,919117.65,346887.99,2021,3
G000576,2021 HON. GLENN GROTHMAN,INTERN ALLOWANCES,PERSONNEL COMPENSATION,13439.97,4473.31,2021,3
G000576,2021 HON. GLENN GROTHMAN,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,13439.97,4473.31,2021,3
G000576,2021 HON. GLENN GROTHMAN,INTERN ALLOWANCES,OFFICE TOTALS:,13439.97,4473.31,2021,3
G000591,2021 HON. MICHAEL GUEST,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,344.59,69.33,2021,3
G000591,2021 HON. MICHAEL GUEST,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,851130.68,298625.01,2021,3
G000591,2021 HON. MICHAEL GUEST,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,19493.23,7692.79,2021,3
G000591,2021 HON. MICHAEL GUEST,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,61697.65,22217.03,2021,3
G000591,2021 HON. MICHAEL GUEST,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,15871,9020.86,2021,3
G000591,2021 HON. MICHAEL GUEST,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,19725,6375,2021,3
G000591,2021 HON. MICHAEL GUEST,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,9990.86,2965.98,2021,3
G000591,2021 HON. MICHAEL GUEST,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1137,0,2021,3
G000591,2021 HON. MICHAEL GUEST,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,979390.01,346966,2021,3
G000591,2021 HON. MICHAEL GUEST,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,979390.01,346966,2021,3
G000591,2021 HON. MICHAEL GUEST,INTERN ALLOWANCES,PERSONNEL COMPENSATION,11666.67,4733.34,2021,3
G000591,2021 HON. MICHAEL GUEST,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,11666.67,4733.34,2021,3
G000591,2021 HON. MICHAEL GUEST,INTERN ALLOWANCES,OFFICE TOTALS:,11666.67,4733.34,2021,3
G000558,2021 HON. BRETT GUTHRIE,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,5563.05,2045.74,2021,3
G000558,2021 HON. BRETT GUTHRIE,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,778490.51,263099.98,2021,3
G000558,2021 HON. BRETT GUTHRIE,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,12390.43,3980.25,2021,3
G000558,2021 HON. BRETT GUTHRIE,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,33123.03,15039.07,2021,3
G000558,2021 HON. BRETT GUTHRIE,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1429.31,1200.22,2021,3
G000558,2021 HON. BRETT GUTHRIE,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,38185,11385,2021,3
G000558,2021 HON. BRETT GUTHRIE,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2276.42,1020.84,2021,3
G000558,2021 HON. BRETT GUTHRIE,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,5031.31,1470.03,2021,3
G000558,2021 HON. BRETT GUTHRIE,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,876489.06,299241.13,2021,3
G000558,2021 HON. BRETT GUTHRIE,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,876489.06,299241.13,2021,3
G000558,2021 HON. BRETT GUTHRIE,INTERN ALLOWANCES,PERSONNEL COMPENSATION,8212.78,5290.55,2021,3
G000558,2021 HON. BRETT GUTHRIE,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,8212.78,5290.55,2021,3
G000558,2021 HON. BRETT GUTHRIE,INTERN ALLOWANCES,OFFICE TOTALS:,8212.78,5290.55,2021,3
H001080,2021 HON. DEBRA A. HAALAND,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,32.46,0,2021,3
H001080,2021 HON. DEBRA A. HAALAND,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,436702.52,0,2021,3
H001080,2021 HON. DEBRA A. HAALAND,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1030.94,0,2021,3
H001080,2021 HON. DEBRA A. HAALAND,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,27301.94,1445.16,2021,3
H001080,2021 HON. DEBRA A. HAALAND,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,28402.17,7920.06,2021,3
H001080,2021 HON. DEBRA A. HAALAND,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,6306.43,89.2,2021,3
H001080,2021 HON. DEBRA A. HAALAND,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,5891.79,0,2021,3
H001080,2021 HON. DEBRA A. HAALAND,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,505668.25,9454.42,2021,3
H001080,2021 HON. DEBRA A. HAALAND,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,505668.25,9454.42,2021,3
H001080,2021 HON. DEBRA A. HAALAND,INTERN ALLOWANCES,PERSONNEL COMPENSATION,13389.99,0,2021,3
H001080,2021 HON. DEBRA A. HAALAND,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,13389.99,0,2021,3
H001080,2021 HON. DEBRA A. HAALAND,INTERN ALLOWANCES,OFFICE TOTALS:,13389.99,0,2021,3
H001088,2021 HON. JIM HAGEDORN,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,3458.84,410.9,2021,3
H001088,2021 HON. JIM HAGEDORN,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,694259.07,239808.38,2021,3
H001088,2021 HON. JIM HAGEDORN,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,26484.05,13074.61,2021,3
H001088,2021 HON. JIM HAGEDORN,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,51915.89,15941.83,2021,3
H001088,2021 HON. JIM HAGEDORN,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,4882.39,2581.23,2021,3
H001088,2021 HON. JIM HAGEDORN,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,31982.34,10704.65,2021,3
H001088,2021 HON. JIM HAGEDORN,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,4375.37,2151.53,2021,3
H001088,2021 HON. JIM HAGEDORN,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,150,150,2021,3
H001088,2021 HON. JIM HAGEDORN,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,817507.95,284823.13,2021,3
H001088,2021 HON. JIM HAGEDORN,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,817507.95,284823.13,2021,3
H001088,2021 HON. JIM HAGEDORN,INTERN ALLOWANCES,PERSONNEL COMPENSATION,9533.34,233.34,2021,3
H001088,2021 HON. JIM HAGEDORN,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,9533.34,233.34,2021,3
H001088,2021 HON. JIM HAGEDORN,INTERN ALLOWANCES,OFFICE TOTALS:,9533.34,233.34,2021,3
H001092,2021 HON. KWANZA HALL,INTERN ALLOWANCES,PERSONNEL COMPENSATION,240,0,2021,3
H001092,2021 HON. KWANZA HALL,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,240,0,2021,3
H001092,2021 HON. KWANZA HALL,INTERN ALLOWANCES,OFFICE TOTALS:,240,0,2021,3
H001090,2021 HON. JOSH HARDER,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,11446.13,10598.47,2021,3
H001090,2021 HON. JOSH HARDER,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,767516.61,267249.97,2021,3
H001090,2021 HON. JOSH HARDER,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,22080.27,6222.04,2021,3
H001090,2021 HON. JOSH HARDER,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,55429.8,19465.88,2021,3
H001090,2021 HON. JOSH HARDER,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,29850.69,15991.62,2021,3
H001090,2021 HON. JOSH HARDER,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,17325,5775,2021,3
H001090,2021 HON. JOSH HARDER,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,10085.79,5696.67,2021,3
H001090,2021 HON. JOSH HARDER,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,17656.6,15090.75,2021,3
H001090,2021 HON. JOSH HARDER,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,931390.89,346090.4,2021,3
H001090,2021 HON. JOSH HARDER,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,931390.89,346090.4,2021,3
H001090,2021 HON. JOSH HARDER,INTERN ALLOWANCES,PERSONNEL COMPENSATION,17153.33,5550,2021,3
H001090,2021 HON. JOSH HARDER,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,17153.33,5550,2021,3
H001090,2021 HON. JOSH HARDER,INTERN ALLOWANCES,OFFICE TOTALS:,17153.33,5550,2021,3
H001052,2021 HON. ANDY HARRIS,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,738.89,565.47,2021,3
H001052,2021 HON. ANDY HARRIS,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,681529.53,227563.87,2021,3
H001052,2021 HON. ANDY HARRIS,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,7216.81,4901.68,2021,3
H001052,2021 HON. ANDY HARRIS,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,58638.05,20307.97,2021,3
H001052,2021 HON. ANDY HARRIS,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,801,801,2021,3
H001052,2021 HON. ANDY HARRIS,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,21050,7795,2021,3
H001052,2021 HON. ANDY HARRIS,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3412.06,1636.98,2021,3
H001052,2021 HON. ANDY HARRIS,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,10420.42,3612.08,2021,3
H001052,2021 HON. ANDY HARRIS,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,783806.76,267184.05,2021,3
H001052,2021 HON. ANDY HARRIS,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,783806.76,267184.05,2021,3
H001052,2021 HON. ANDY HARRIS,INTERN ALLOWANCES,PERSONNEL COMPENSATION,7100,5416,2021,3
H001052,2021 HON. ANDY HARRIS,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,7100,5416,2021,3
H001052,2021 HON. ANDY HARRIS,INTERN ALLOWANCES,OFFICE TOTALS:,7100,5416,2021,3
H001086,2021 HON. DIANA HARSHBARGER,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,23594.65,17603.52,2021,3
H001086,2021 HON. DIANA HARSHBARGER,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,651278.32,245469.84,2021,3
H001086,2021 HON. DIANA HARSHBARGER,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,18617.57,7838.76,2021,3
H001086,2021 HON. DIANA HARSHBARGER,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,53454.68,31443.03,2021,3
H001086,2021 HON. DIANA HARSHBARGER,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,49275.22,25364.32,2021,3
H001086,2021 HON. DIANA HARSHBARGER,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,17100,5700,2021,3
H001086,2021 HON. DIANA HARSHBARGER,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,18087.96,11396.74,2021,3
H001086,2021 HON. DIANA HARSHBARGER,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1485,345,2021,3
H001086,2021 HON. DIANA HARSHBARGER,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,832893.4,345161.21,2021,3
H001086,2021 HON. DIANA HARSHBARGER,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,832893.4,345161.21,2021,3
H001086,2021 HON. DIANA HARSHBARGER,INTERN ALLOWANCES,PERSONNEL COMPENSATION,2558.33,1125,2021,3
H001086,2021 HON. DIANA HARSHBARGER,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,2558.33,1125,2021,3
H001086,2021 HON. DIANA HARSHBARGER,INTERN ALLOWANCES,OFFICE TOTALS:,2558.33,1125,2021,3
H001053,2021 HON. VICKY HARTZLER,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,491.03,183.27,2021,3
H001053,2021 HON. VICKY HARTZLER,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,722287.21,243535.54,2021,3
H001053,2021 HON. VICKY HARTZLER,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,44767.33,20808.34,2021,3
H001053,2021 HON. VICKY HARTZLER,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,79298.84,25447.69,2021,3
H001053,2021 HON. VICKY HARTZLER,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1302.61,873.4,2021,3
H001053,2021 HON. VICKY HARTZLER,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,36313.02,13852.8,2021,3
H001053,2021 HON. VICKY HARTZLER,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,29563.61,3249.13,2021,3
H001053,2021 HON. VICKY HARTZLER,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,19064.59,3662.66,2021,3
H001053,2021 HON. VICKY HARTZLER,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,933088.24,311612.83,2021,3
H001053,2021 HON. VICKY HARTZLER,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,933088.24,311612.83,2021,3
H001053,2021 HON. VICKY HARTZLER,INTERN ALLOWANCES,PERSONNEL COMPENSATION,20813.33,4680,2021,3
H001053,2021 HON. VICKY HARTZLER,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,20813.33,4680,2021,3
H001053,2021 HON. VICKY HARTZLER,INTERN ALLOWANCES,OFFICE TOTALS:,20813.33,4680,2021,3
H000324,2021 HON. ALCEE L. HASTINGS,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1598.35,56.88,2021,3
H000324,2021 HON. ALCEE L. HASTINGS,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,886788.28,283585.25,2021,3
H000324,2021 HON. ALCEE L. HASTINGS,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3347.38,-1645.57,2021,3
H000324,2021 HON. ALCEE L. HASTINGS,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,114817.53,36224.61,2021,3
H000324,2021 HON. ALCEE L. HASTINGS,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,892,15,2021,3
H000324,2021 HON. ALCEE L. HASTINGS,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,37695.76,10794.4,2021,3
H000324,2021 HON. ALCEE L. HASTINGS,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,6333.01,1885.9,2021,3
H000324,2021 HON. ALCEE L. HASTINGS,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,12124.16,2107.54,2021,3
H000324,2021 HON. ALCEE L. HASTINGS,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1063596.47,333024.01,2021,3
H000324,2021 HON. ALCEE L. HASTINGS,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1063596.47,333024.01,2021,3
H000324,2021 HON. ALCEE L. HASTINGS,INTERN ALLOWANCES,PERSONNEL COMPENSATION,7140,0,2021,3
H000324,2021 HON. ALCEE L. HASTINGS,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,7140,0,2021,3
H000324,2021 HON. ALCEE L. HASTINGS,INTERN ALLOWANCES,OFFICE TOTALS:,7140,0,2021,3
H001081,2021 HON. JAHANA HAYES,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,280.59,53.8,2021,3
H001081,2021 HON. JAHANA HAYES,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,750211.27,277223.9,2021,3
H001081,2021 HON. JAHANA HAYES,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,10672.56,5651.26,2021,3
H001081,2021 HON. JAHANA HAYES,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,68626.53,23773.44,2021,3
H001081,2021 HON. JAHANA HAYES,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,2896.15,2014,2021,3
H001081,2021 HON. JAHANA HAYES,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,25073.73,8683.73,2021,3
H001081,2021 HON. JAHANA HAYES,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,36762.05,29131.99,2021,3
H001081,2021 HON. JAHANA HAYES,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,3060.19,1899,2021,3
H001081,2021 HON. JAHANA HAYES,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,897583.07,348431.12,2021,3
H001081,2021 HON. JAHANA HAYES,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,897583.07,348431.12,2021,3
H001081,2021 HON. JAHANA HAYES,INTERN ALLOWANCES,PERSONNEL COMPENSATION,8973.33,6933.33,2021,3
H001081,2021 HON. JAHANA HAYES,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,8973.33,6933.33,2021,3
H001081,2021 HON. JAHANA HAYES,INTERN ALLOWANCES,OFFICE TOTALS:,8973.33,6933.33,2021,3
H001082,2021 HON. KEVIN HERN,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,8451.39,6884.43,2021,3
H001082,2021 HON. KEVIN HERN,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,736065.42,262518.09,2021,3
H001082,2021 HON. KEVIN HERN,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,29743.3,10476.03,2021,3
H001082,2021 HON. KEVIN HERN,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,61791.39,24693.28,2021,3
H001082,2021 HON. KEVIN HERN,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,25181.57,15919.42,2021,3
H001082,2021 HON. KEVIN HERN,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,20321.33,6841.33,2021,3
H001082,2021 HON. KEVIN HERN,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,12125.08,2985.87,2021,3
H001082,2021 HON. KEVIN HERN,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,4968.72,1701.92,2021,3
H001082,2021 HON. KEVIN HERN,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,898648.2,332020.37,2021,3
H001082,2021 HON. KEVIN HERN,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,898648.2,332020.37,2021,3
H001082,2021 HON. KEVIN HERN,INTERN ALLOWANCES,PERSONNEL COMPENSATION,19883.94,10262.55,2021,3
H001082,2021 HON. KEVIN HERN,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,19883.94,10262.55,2021,3
H001082,2021 HON. KEVIN HERN,INTERN ALLOWANCES,OFFICE TOTALS:,19883.94,10262.55,2021,3
H001084,2021 HON. YVETTE HERRELL,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,15308.37,15660.17,2021,3
H001084,2021 HON. YVETTE HERRELL,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,720479.82,236750.48,2021,3
H001084,2021 HON. YVETTE HERRELL,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,47834.54,28025.94,2021,3
H001084,2021 HON. YVETTE HERRELL,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,56344.8,19877.25,2021,3
H001084,2021 HON. YVETTE HERRELL,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,20084.99,2666.96,2021,3
H001084,2021 HON. YVETTE HERRELL,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,30465,10155,2021,3
H001084,2021 HON. YVETTE HERRELL,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,10059.64,2990.1,2021,3
H001084,2021 HON. YVETTE HERRELL,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,4080.61,2794,2021,3
H001084,2021 HON. YVETTE HERRELL,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,904657.77,318919.9,2021,3
H001084,2021 HON. YVETTE HERRELL,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,904657.77,318919.9,2021,3
H001084,2021 HON. YVETTE HERRELL,INTERN ALLOWANCES,PERSONNEL COMPENSATION,18900,9200,2021,3
H001084,2021 HON. YVETTE HERRELL,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,18900,9200,2021,3
H001084,2021 HON. YVETTE HERRELL,INTERN ALLOWANCES,OFFICE TOTALS:,18900,9200,2021,3
H001056,2021 HON. JAIME HERRERA BEUTLER,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,22647.87,20621.46,2021,3
H001056,2021 HON. JAIME HERRERA BEUTLER,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,614113.37,218058.32,2021,3
H001056,2021 HON. JAIME HERRERA BEUTLER,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,24433.57,21606.84,2021,3
H001056,2021 HON. JAIME HERRERA BEUTLER,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,63085.29,25166.66,2021,3
H001056,2021 HON. JAIME HERRERA BEUTLER,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,35282.96,23482.47,2021,3
H001056,2021 HON. JAIME HERRERA BEUTLER,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,43198.78,30078.78,2021,3
H001056,2021 HON. JAIME HERRERA BEUTLER,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,11825.58,4065.3,2021,3
H001056,2021 HON. JAIME HERRERA BEUTLER,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,3246.6,3126.6,2021,3
H001056,2021 HON. JAIME HERRERA BEUTLER,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,817834.02,346206.43,2021,3
H001056,2021 HON. JAIME HERRERA BEUTLER,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,817834.02,346206.43,2021,3
H001056,2021 HON. JAIME HERRERA BEUTLER,INTERN ALLOWANCES,PERSONNEL COMPENSATION,3400.01,2833.34,2021,3
H001056,2021 HON. JAIME HERRERA BEUTLER,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,3400.01,2833.34,2021,3
H001056,2021 HON. JAIME HERRERA BEUTLER,INTERN ALLOWANCES,OFFICE TOTALS:,3400.01,2833.34,2021,3
H001071,2021 HON. JODY B. HICE,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1855.32,1038.87,2021,3
H001071,2021 HON. JODY B. HICE,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,683930.95,238444.41,2021,3
H001071,2021 HON. JODY B. HICE,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,23205.02,7533.7,2021,3
H001071,2021 HON. JODY B. HICE,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,56286.05,27035.4,2021,3
H001071,2021 HON. JODY B. HICE,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1861.01,73.11,2021,3
H001071,2021 HON. JODY B. HICE,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,35948.98,12366.17,2021,3
H001071,2021 HON. JODY B. HICE,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,15031,2695.82,2021,3
H001071,2021 HON. JODY B. HICE,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,3111.99,697.83,2021,3
H001071,2021 HON. JODY B. HICE,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,821230.32,289885.31,2021,3
H001071,2021 HON. JODY B. HICE,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,821230.32,289885.31,2021,3
H001071,2021 HON. JODY B. HICE,INTERN ALLOWANCES,PERSONNEL COMPENSATION,21066.64,8366.67,2021,3
